Time,FV
2212,37.1
2213,37.1
2214,37.1
2215,37.1
2216,37.1
2217,37.1
2218,37.1
2219,37.1
2220,37.1
2221,37.1
2222,37.1
2223,37.1
2224,37.1
2225,37.1
2226,37.1
2227,37.1
2228,37.1
2229,37.1
2230,37.1
2231,37.1
2232,35
2233,35
2234,35
2235,35
2236,35
2237,35
2238,35
2239,35
2240,35
2241,35
2242,35
2243,35
2244,35
2245,35
2246,35
2247,35
2248,35
2249,35
2250,35
2251,35
2252,35
2253,35
2254,33.9
2255,33.9
2256,33.9
2257,33.9
2258,33.9
2259,33.9
2260,33.9
2261,33.9
2262,33.9
2263,33.9
2264,33.9
2265,33.9
2266,33.9
2267,33.9
2268,33.9
2269,33.9
2270,33.9
2271,33.9
2272,33.9
2273,33.9
2274,33.9
2275,33.9
2276,33.9
2277,33.9
2278,33.9
2279,33.9
2280,33.9
2281,33.9
2282,33.9
2283,33.9
2284,33.9
2285,33.9
2286,33.9
2287,33.9
2288,33.9
2289,33.1
2290,33.1
2291,33.1
2292,33.1
2293,33.1
2294,33.1
2295,33.2
2296,33.2
2297,33.2
2298,33.2
2299,33.2
2300,33.2
2301,33.2
2302,33.2
2303,33.2
2304,33.2
2305,33.2
2306,33.2
2307,33.2
2308,33.2
2309,33.2
2310,33.2
2311,33.2
2312,33.2
2313,33.2
2314,33.2
2315,33.2
2316,33.2
2317,33.2
2318,33.2
2319,33.2
2320,33.2
2321,33.2
2322,33.2
2323,33.2
2324,33.2
2325,33.2
2326,33.2
2327,33.2
2328,33.2
2329,33.2
2330,34
2331,34
2332,34
2333,34
2334,34
2335,34
2336,34
2337,34
2338,34
2339,34.3
2340,34.3
2341,34.3
2342,34.3
2343,34.3
2344,34.3
2345,34.3
2346,34.3
2347,34.3
2348,34.3
2349,34.3
2350,34.3
2351,34.3
2352,34.3
2353,34.3
2354,34.3
2355,34.3
2356,34.3
2357,34.3
2358,34.3
2359,34.3
2360,34.3
2361,34.3
2362,34.3
2363,34.3
2364,34.3
2365,34.3
2366,34.3
2367,34.3
2368,34.3
2369,34.3
2370,34.3
2371,34.3
2372,34.3
2373,34.3
2374,34.3
2375,34.3
2376,34.3
2377,34.3
2378,34.3
2379,34.3
2380,34.3
2381,34.3
2382,34.3
2383,35.9
2384,35.9
2385,35.9
2386,36.2
2387,36.2
2388,36.2
2389,36.2
2390,36.2
2391,36.2
2392,36.2
2393,36.2
2394,36.2
2395,36.2
2396,36.2
2397,36.2
2398,36.2
2399,36.2
2400,36.2
2401,36.2
2402,36.2
2403,36.2
2404,36.2
2405,36.2
2406,36.2
2407,36.2
2408,36.2
2409,36.2
2410,36.2
2411,36.2
2412,36.2
2413,36.2
2414,36.2
2415,36.2
2416,36.2
2417,33.8
2418,33.8
2419,33.8
2420,33.8
2421,33.8
2422,33.8
2423,33.8
2424,33.8
2425,33.8
2426,33.8
2427,33.8
2428,33.8
2429,33.8
2430,33.8
2431,33.8
2432,33.8
2433,33.8
2434,33.8
2435,33.8
2436,33.8
2437,33.8
2438,33.8
2439,33.8
2440,33.8
2441,33.8
2442,35.5
2443,35.5
2444,35.5
2445,35.5
2446,35.5
2447,35.5
2448,35.5
2449,35.5
2450,35.5
2451,35.5
2452,35.5
2453,35.5
2454,35.5
2455,35.5
2456,35.5
2457,35.5
2458,35.5
2459,35.5
2460,35.5
2461,35.5
2462,35.5
2463,35.5
2464,35.5
2465,35.5
2466,35.5
2467,35.5
2468,35.5
2469,35.5
2470,35.5
2471,36.9
2472,36.9
2473,36.9
2474,36.9
2475,36.9
2476,36.9
2477,36.9
2478,36.9
2479,36.9
2480,36.9
2481,36.9
2482,36.9
2483,36.9
2484,36.9
2485,36.9
2486,36.9
2487,36.9
2488,36.9
2489,36.9
2490,36.9
2491,36.9
2492,36.9
2493,36.9
2494,36.7
2495,36.7
2496,36.7
2497,36.7
2498,36
2499,36
2500,36.6
2501,36.6
2502,36.6
2503,36.6
2504,36.6
2505,36.6
2506,36.6
2507,36.6
2508,36.6
2509,36.6
2510,36.6
2511,36.6
2512,36.6
2513,36.6
2514,36.6
2515,36.6
2516,36.6
2517,37.7
2518,37.7
2519,37.7
2520,37.7
2521,37.7
2522,37.7
2523,37.7
2524,37.7
2525,37.7
2526,37.7
2527,37.7
2528,37.7
2529,37.7
2530,37.7
2531,37.7
2532,37.7
2533,37.7
2534,37.7
2535,37.7
2536,37.7
2537,37.7
2538,37.7
2539,37.7
2540,37.7
2541,37.7
2542,37.7
2543,37.7
2544,37.7
2545,37.7
2546,37.7
2547,37.7
2548,37.7
2549,37.7
2550,37.7
2551,37.7
2552,37.7
2553,37.7
2554,37.7
2555,37.7
2556,37.7
2557,37.7
2558,37.7
2559,37.7
2560,37.7
2561,37.7
2562,37.7
2563,37.7
2564,37.7
2565,44.2
2566,44.2
2567,44.2
2568,44.2
2569,44.2
2570,44.2
2571,44.2
2572,44.2
2573,44.2
2574,44.2
2575,44.2
2576,44.2
2577,44.2
2578,44.2
2579,44.2
2580,44.2
2581,44.2
2582,44.2
2583,44.2
2584,44.2
2585,44.2
2586,44.2
2587,44.2
2588,44.2
2589,44.2
2590,44.2
2591,44.2
2592,44.2
2593,44.2
2594,44.2
2595,44.2
2596,44.2
2597,44.2
2598,44.2
2599,44.2
2600,43.5
2601,43.5
2602,43.5
2603,43.5
2604,43.5
2605,43.5
2606,43.5
2607,43.5
2608,43.5
2609,43.5
2610,43.5
2611,43.5
2612,43.5
2613,43.5
2614,43.5
2615,43.5
2616,43.5
2617,43.5
2618,43.5
2619,43.5
2620,43.5
2621,43.5
2622,43.5
2623,43.5
2624,43.5
2625,43.5
2626,43.5
2627,43.5
2628,43.5
2629,43.5
2630,43.5
2631,43.5
2632,43.5
2633,43.5
2634,43.5
2635,43.5
2636,43.5
2637,43.5
2638,43.5
2639,43.5
2640,43.5
2641,43.5
2642,43.5
2643,41.7
2644,41.7
2645,41.7
2646,41.7
2647,41.7
2648,41.7
2649,41.7
2650,41.7
2651,41.7
2652,41.7
2653,41.7
2654,41.7
2655,42.4
2656,42.4
2657,42.4
2658,42.4
2659,42.4
2660,42.4
2661,42.4
2662,42.4
2663,42.4
2664,42.4
2665,42.4
2666,42.4
2667,42.4
2668,42.4
2669,42.4
2670,42.4
2671,42.4
2672,42.4
2673,42.4
2674,42.4
2675,42.4
2676,42.4
2677,42.4
2678,42.4
2679,42.4
2680,42.4
2681,42.4
2682,42.4
2683,42.4
2684,42.4
2685,42.4
2686,42.4
2687,42.4
2688,42.4
2689,42.4
2690,42.4
2691,42.4
2692,42.4
2693,42.4
2694,42.4
2695,42.4
2696,42.6
2697,42.6
2698,42.6
2699,42.6
2700,42.6
2701,42.6
2702,42.6
2703,42.6
2704,42.6
2705,42.6
2706,42.6
2707,42.6
2708,42.6
2709,42.6
2710,42.6
2711,42.6
2712,42.6
2713,42.6
2714,42.6
2715,42.6
2716,42.6
2717,42.6
2718,42.6
2719,42.6
2720,42.6
2721,42.6
2722,42.6
2723,42.6
2724,42.6
2725,42.6
2726,42.6
2727,42.6
2728,42.6
2729,42.6
2730,42.6
2731,42.6
2732,42.6
2733,42.6
2734,42.6
2735,42.6
2736,42.6
2737,40.6
2738,40.6
2739,40.6
2740,40.6
2741,40.6
2742,40.6
2743,40.6
2744,40.6
2745,40.6
2746,40.6
2747,40.6
2748,40.6
2749,40.6
2750,40.6
2751,40.6
2752,40.6
2753,40.9
2754,40.9
2755,40.9
2756,40.7
2757,40.7
2758,40.7
2759,40.7
2760,40.7
2761,40.7
2762,40.7
2763,40.7
2764,40.7
2765,40.7
2766,40.7
2767,40.7
2768,40.7
2769,40.7
2770,40.5
2771,40.5
2772,40.5
2773,40.5
2774,40.5
2775,40.5
2776,40.5
2777,40.5
2778,40.5
2779,40.5
2780,40.5
2781,41.4
2782,41.4
2783,41.4
2784,41.4
2785,41.4
2786,41.4
2787,41.4
2788,41.4
2789,41.4
2790,41.4
2791,41.4
2792,41.4
2793,41.4
2794,43
2795,43
2796,43
2797,43
2798,43
2799,43
2800,43
2801,43
2802,43
2803,44
2804,44
2805,44
2806,44
2807,44
2808,44
2809,44
2810,44
2811,44
2812,44
2813,44
2814,44
2815,44
2816,44
2817,44
2818,44
2819,44
2820,44
2821,44
2822,44
2823,44
2824,44
2825,44
2826,44
2827,44
2828,44
2829,44
2830,44
2831,44
2832,44
2833,44
2834,44
2835,44
2836,44
2837,44
2838,44
2839,44
2840,44
2841,44
2842,44
2843,41.8
2844,41.8
2845,41.8
2846,41.8
2847,41.8
2848,41.8
2849,41.8
2850,41.8
2851,41.8
2852,41.8
2853,41.8
2854,41.8
2855,41.8
2856,41.8
2857,41.8
2858,41.8
2859,41.8
2860,41.8
2861,41.8
2862,41.8
2863,41.8
2864,41.8
2865,41.8
2866,41.8
2867,41.8
2868,41.8
2869,41.8
2870,41.8
2871,41.8
2872,41.8
2873,41.8
2874,41.8
2875,41.8
2876,41.8
2877,41.8
2878,41.8
2879,41.8
2880,41.3
2881,41.3
2882,41.3
2883,41.3
2884,41.3
2885,41.3
2886,41.3
2887,41.3
2888,41.3
2889,41.3
2890,41.3
2891,41.3
2892,41.3
2893,41.3
2894,41.3
2895,41.3
2896,41.3
2897,41.3
2898,41.3
2899,41.3
2900,41.3
2901,41.3
2902,41.3
2903,41.3
2904,41.3
2905,41.3
2906,41.3
2907,41.3
2908,41.3
2909,41.3
2910,41.3
2911,41.3
2912,41.3
2913,41.3
2914,41.3
2915,41.3
2916,41.3
2917,44.5
2918,44.5
2919,44.5
2920,44.5
2921,44.5
2922,44.5
2923,44.5
2924,44.5
2925,44.5
2926,44.5
2927,44.5
2928,44.5
2929,44.5
2930,44.5
2931,44.5
2932,44.5
2933,44.5
2934,44.5
2935,44.5
2936,44.5
2937,44.5
2938,44.5
2939,44.5
2940,44.5
2941,44.5
2942,44.5
2943,44.5
2944,44.5
2945,44.5
2946,44.5
2947,44.5
2948,44.5
2949,43
2950,43
2951,43
2952,43
2953,43
2954,43
2955,43
2956,43
2957,43
2958,43
2959,43
2960,43
2961,43
2962,43
2963,43
2964,43
2965,43
2966,43
2967,43
2968,43
2969,43
2970,43
2971,43
2972,43
2973,43
2974,43
2975,43
2976,43
2977,43
2978,43
2979,43
2980,43
2981,43
2982,43
2983,43
2984,43
2985,43
2986,43
2987,43
2988,43
2989,43
2990,43
2991,43
2992,43
2993,42.4
2994,42.4
2995,42.4
2996,42.4
2997,42.4
2998,42.4
2999,42.4
3000,42.4
3001,42.4
3002,42.4
3003,42.4
3004,42.4
3005,42.4
3006,42.4
3007,42.4
3008,42.4
3009,42.4
3010,42.4
3011,42.4
3012,42.4
3013,42.4
3014,43.3
3015,43.3
3016,43.3
3017,43.3
3018,43.3
3019,43.3
3020,43.3
3021,43.3
3022,43.3
3023,43.3
3024,43.3
3025,43.3
3026,43.3
3027,43.3
3028,43.3
3029,43.3
3030,43.3
3031,43.3
3032,43.3
3033,43.3
3034,43.3
3035,43.3
3036,43.3
3037,43.3
3038,43.3
3039,43.3
3040,45.9
3041,45.9
3042,45.9
3043,45.9
3044,45.9
3045,45.9
3046,45.9
3047,45.9
3048,45.9
3049,45.9
3050,45.9
3051,45.9
3052,45.9
3053,45.9
3054,45.9
3055,45.9
3056,45.9
3057,45.9
3058,45.9
3059,45.9
3060,45.9
3061,45.9
3062,45.9
3063,45.9
3064,45.9
3065,45.9
3066,45.9
3067,45.9
3068,45.9
3069,45.9
3070,45.9
3071,45.9
3072,45.9
3073,45.9
3074,45.9
3075,45.9
3076,45.9
3077,45.9
3078,45.9
3079,45.9
3080,45.9
3081,45.9
3082,45.9
3083,45.9
3084,46.9
3085,46.9
3086,46.9
3087,46.9
3088,46.9
3089,46.9
3090,46.9
3091,46.9
3092,46.9
3093,46.9
3094,46.9
3095,46.9
3096,46.9
3097,46.9
3098,46.9
3099,46.9
3100,46.9
3101,46.9
3102,46.9
3103,46.9
3104,46.9
3105,46.9
3106,46.9
3107,46.9
3108,46.9
3109,46.9
3110,46.9
3111,46.9
3112,46.9
3113,46.9
3114,46.9
3115,49.5
3116,49.5
3117,49.5
3118,49.5
3119,49.5
3120,49.5
3121,49.5
3122,49.5
3123,49.5
3124,49.5
3125,49.5
3126,49.5
3127,49.5
3128,49.5
3129,49.5
3130,49.5
3131,49.5
3132,49.5
3133,49.5
3134,49.5
3135,49.5
3136,49.5
3137,49.5
3138,49.5
3139,49.5
3140,49.5
3141,49.5
3142,49.5
3143,49.5
3144,49.5
3145,49.5
3146,49.5
3147,49.5
3148,49.5
3149,49.5
3150,53.6
3151,53.6
3152,53.6
3153,53.6
3154,53.6
3155,53.6
3156,53.6
3157,53.6
3158,53.4
3159,53.4
3160,53.4
3161,53.4
3162,53.4
3163,53.4
3164,53.4
3165,53.4
3166,53.4
3167,53.4
3168,53.4
3169,53.4
3170,53.4
3171,53.4
3172,53.4
3173,53.4
3174,53.4
3175,53.4
3176,53.4
3177,53.4
3178,53.9
3179,53.9
3180,53.9
3181,53.9
3182,53.9
3183,53.9
3184,53.9
3185,53.9
3186,53.9
3187,53.9
3188,53.9
3189,53.9
3190,53.9
3191,53.9
3192,53.9
3193,53.9
3194,53.9
3195,53.9
3196,53.9
3197,53.9
3198,53.9
3199,53.9
3200,53.9
3201,53.9
3202,53.9
3203,53.9
3204,53.9
3205,53.9
3206,53.9
3207,53.9
3208,53.9
3209,53.9
3210,53.9
3211,53.9
3212,53.9
3213,53.9
3214,53.9
3215,53.9
3216,53.9
3217,53.9
3218,53.9
3219,53.9
3220,53.9
3221,53.9
3222,53.9
3223,53.9
3224,53.9
3225,52.5
3226,52.5
3227,52.5
3228,52.5
3229,53.5
3230,53.5
3231,53.5
3232,53.5
3233,53.5
3234,53.5
3235,53.5
3236,53.5
3237,53.5
3238,53.5
3239,53.5
3240,53.5
3241,53.5
3242,53.5
3243,53.5
3244,53.5
3245,53.5
3246,53.5
3247,53.5
3248,53.5
3249,53.5
3250,53.5
3251,53.5
3252,53.5
3253,53.5
3254,56.6
3255,56.6
3256,56.6
3257,56.6
3258,56.6
3259,56.6
3260,56.6
3261,56.6
3262,56.6
3263,56.6
3264,56.6
3265,56.6
3266,56.6
3267,56.6
3268,56.6
3269,56.6
3270,56.6
3271,56.6
3272,56.6
3273,56.6
3274,56.6
3275,56.6
3276,56.6
3277,56.6
3278,56.6
3279,56.6
3280,56.6
3281,56.6
3282,56.6
3283,56.6
3284,56.6
3285,56.6
3286,56.6
3287,56.6
3288,56.6
3289,56.6
3290,56.6
3291,56.6
3292,58.6
3293,58.6
3294,58.6
3295,58.6
3296,58.6
3297,58.6
3298,58.6
3299,58.6
3300,58.6
3301,58.6
3302,58.6
3303,58.6
3304,58.6
3305,58.6
3306,58.6
3307,58.6
3308,58.6
3309,58.6
3310,58.6
3311,58.6
3312,58.6
3313,58.6
3314,58.6
3315,58.6
3316,58.6
3317,58.6
3318,58.6
3319,58.6
3320,59.4
3321,59.4
3322,59.4
3323,59.4
3324,59.4
3325,59.4
3326,59.4
3327,59.4
3328,59.4
3329,59.4
3330,59.4
3331,59.4
3332,59.4
3333,61
3334,61
3335,61
3336,61
3337,61
3338,61
3339,61
3340,61
3341,61
3342,61
3343,61
3344,61
3345,61
3346,61
3347,61
3348,61
3349,61
3350,61
3351,61
3352,61
3353,61
3354,61
3355,60.6
3356,60.6
3357,60.6
3358,60.6
3359,60.6
3360,60.6
3361,60.6
3362,60.6
3363,60.6
3364,60.6
3365,60.6
3366,60.6
3367,60.6
3368,59.9
3369,59.9
3370,59.9
3371,59.9
3372,59.9
3373,59.9
3374,59.9
3375,59.9
3376,59.9
3377,59.9
3378,59.9
3379,59.9
3380,59.9
3381,59.9
3382,59.9
3383,59.9
3384,59.9
3385,59.9
3386,59.9
3387,59.9
3388,59.9
3389,59.9
3390,59.9
3391,59.9
3392,59.9
3393,59.9
3394,59.9
3395,59.9
3396,60.8
3397,60.8
3398,60.8
3399,60.8
3400,60.8
3401,60.8
3402,60.8
3403,60.8
3404,60.8
3405,60.8
3406,60.8
3407,60.8
3408,60.8
3409,60.8
3410,60.8
3411,60.8
3412,60.8
3413,60.8
3414,60.8
3415,60.8
3416,60.8
3417,60.8
3418,60.8
3419,60.8
3420,60.8
3421,60.8
3422,60.8
3423,60.8
3424,60.8
3425,60.8
3426,60.8
3427,60.8
3428,60.8
3429,60.8
3430,60.8
3431,60.8
3432,60.8
3433,60.8
3434,60.8
3435,60.8
3436,60.8
3437,60.8
3438,60.8
3439,60.8
3440,60.8
3441,60.8
3442,60.8
3443,64.6
3444,64.6
3445,64.6
3446,64.6
3447,64.6
3448,64.6
3449,64.6
3450,64.6
3451,64.6
3452,64.6
3453,64.6
3454,64.6
3455,64.6
3456,64.6
3457,64.6
3458,64.6
3459,64.6
3460,64.6
3461,64.6
3462,64.6
3463,64.6
3464,64.6
3465,64.6
3466,64.6
3467,64.6
3468,64.6
3469,64.6
3470,64.6
3471,64.6
3472,64.6
3473,64.6
3474,64.6
3475,64.6
3476,64.6
3477,64.6
3478,64.6
3479,64.6
3480,64.6
3481,64.6
3482,64.6
3483,64.6
3484,64.6
3485,64.6
3486,64.6
3487,64.6
3488,65.2
3489,65.2
3490,65.2
3491,65.2
3492,65.2
3493,65.2
3494,65.2
3495,65.2
3496,65.2
3497,65.2
3498,65.2
3499,65.2
3500,65.2
3501,65.2
3502,65.2
3503,65.2
3504,65.2
3505,65.2
3506,65.2
3507,65.2
3508,65.2
3509,65.2
3510,65.2
3511,65.2
3512,66.9
3513,66.9
3514,66.9
3515,66.9
3516,66.9
3517,66.9
3518,66.9
3519,66.9
3520,66.9
3521,66.9
3522,66.9
3523,66.9
3524,66.9
3525,66.9
3526,66.9
3527,66.9
3528,66.9
3529,66.9
3530,66.9
3531,66.9
3532,66.9
3533,66.9
3534,66.9
3535,66.9
3536,66.9
3537,66.9
3538,66.9
3539,66.9
3540,66.9
3541,66.9
3542,66.9
3543,66.9
3544,66.9
3545,66.9
3546,66.9
3547,66.9
3548,66.9
3549,66.9
3550,66.9
3551,66.9
3552,66.9
3553,66.9
3554,66.9
3555,66.9
3556,66.9
3557,64.2
3558,64.2
3559,64.2
3560,64.2
3561,64.2
3562,64.2
3563,64.2
3564,64.2
3565,64.2
3566,64.2
3567,64.2
3568,64.2
3569,64.2
3570,64.2
3571,64.2
3572,64.2
3573,64.2
3574,64.2
3575,64.2
3576,64.2
3577,64.2
3578,64.2
3579,64.2
3580,62.3
3581,62.3
3582,62.3
3583,62.3
3584,62.3
3585,62.3
3586,62.3
3587,62.3
3588,62.3
3589,62.3
3590,62.3
3591,62.3
3592,62.3
3593,62.4
3594,62.4
3595,62.4
3596,62.4
3597,62.4
3598,62.4
3599,62.4
3600,62.4
